semana,bairro,crimes,lag_1,lag_2,lag_3,media_movel_4,tendencia_1,semana_ano,mes
2022-11-28,CONJUNTO CEARA I,0,0.0,2.0,0.0,0.5,-2.0,48,11
2022-12-05,CONJUNTO CEARA I,0,0.0,0.0,2.0,0.5,0.0,49,12
2022-12-12,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.5,0.0,50,12
2022-12-19,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,51,12
2022-12-26,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,52,12
2023-01-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,1,1
2023-01-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,2,1
2023-01-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,3,1
2023-01-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,4,1
2023-01-30,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,5,1
2023-02-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,6,2
2023-02-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,7,2
2023-02-20,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,8,2
2023-02-27,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,9,2
2023-03-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,10,3
2023-03-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,11,3
2023-03-20,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,12,3
2023-03-27,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,13,3
2023-04-03,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,14,4
2023-04-10,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,15,4
2023-04-17,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,16,4
2023-04-24,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,17,4
2023-05-01,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,18,5
2023-05-08,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,19,5
2023-05-15,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,20,5
2023-05-22,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,21,5
2023-05-29,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,22,5
2023-06-05,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,23,6
2023-06-12,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,24,6
2023-06-19,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,25,6
2023-06-26,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,26,6
2023-07-03,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,27,7
2023-07-10,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,28,7
2023-07-17,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,29,7
2023-07-24,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,30,7
2023-07-31,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,31,7
2023-08-07,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,32,8
2023-08-14,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,33,8
2023-08-21,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,34,8
2023-08-28,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,35,8
2023-09-04,CONJUNTO CEARA I,1,0.0,0.0,1.0,0.25,0.0,36,9
2023-09-11,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.5,1.0,37,9
2023-09-18,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,38,9
2023-09-25,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,39,9
2023-10-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,40,10
2023-10-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,41,10
2023-10-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,42,10
2023-10-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,43,10
2023-10-30,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,44,10
2023-11-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,45,11
2023-11-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,46,11
2023-11-20,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,47,11
2023-11-27,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,48,11
2023-12-04,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,49,12
2023-12-11,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,50,12
2023-12-18,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,51,12
2023-12-25,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,52,12
2024-01-01,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,1,1
2024-01-08,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,2,1
2024-01-15,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,3,1
2024-01-22,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,4,1
2024-01-29,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,5,1
2024-02-05,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,6,2
2024-02-12,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,7,2
2024-02-19,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,8,2
2024-02-26,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,9,2
2024-03-04,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,10,3
2024-03-11,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,11,3
2024-03-18,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,12,3
2024-03-25,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,13,3
2024-04-01,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,14,4
2024-04-08,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,15,4
2024-04-15,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,16,4
2024-04-22,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,17,4
2024-04-29,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,18,4
2024-05-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,19,5
2024-05-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,20,5
2024-05-20,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,21,5
2024-05-27,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,22,5
2024-06-03,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,23,6
2024-06-10,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,24,6
2024-06-17,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,25,6
2024-06-24,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,26,6
2024-07-01,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,27,7
2024-07-08,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,28,7
2024-07-15,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,29,7
2024-07-22,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,30,7
2024-07-29,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,31,7
2024-08-05,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,32,8
2024-08-12,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,33,8
2024-08-19,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,34,8
2024-08-26,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,35,8
2024-09-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,36,9
2024-09-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,37,9
2024-09-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,38,9
2024-09-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,39,9
2024-09-30,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,40,9
2024-10-07,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,41,10
2024-10-14,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,42,10
2024-10-21,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,43,10
2024-10-28,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,44,10
2024-11-04,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,45,11
2024-11-11,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,46,11
2024-11-18,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,47,11
2024-11-25,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,48,11
2024-12-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,49,12
2024-12-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,50,12
2024-12-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,51,12
2024-12-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,52,12
2024-12-30,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,1,12
2025-01-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,2,1
2025-01-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,3,1
2025-01-20,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,4,1
2025-01-27,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,5,1
2025-02-03,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,6,2
2025-02-10,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,7,2
2025-02-17,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,8,2
2025-02-24,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,9,2
2025-03-03,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,10,3
2025-03-10,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,11,3
2025-03-17,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,12,3
2025-03-24,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,13,3
2025-03-31,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,14,3
2025-04-07,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,15,4
2025-04-14,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,16,4
2025-04-21,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,17,4
2025-04-28,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,18,4
2025-05-05,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,19,5
2025-05-12,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,20,5
2025-05-19,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,21,5
2025-05-26,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,22,5
2025-06-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,23,6
2025-06-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,24,6
2025-06-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,25,6
2025-06-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,26,6
2025-06-30,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,27,6
2025-07-07,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,28,7
2025-07-14,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,29,7
2025-07-21,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,30,7
2025-07-28,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,31,7
2025-08-04,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,32,8
2025-08-11,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,33,8
2025-08-18,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,34,8
2025-08-25,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,35,8
2025-09-01,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,36,9
2025-09-08,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,37,9
2025-09-15,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,38,9
2025-09-22,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,39,9
2025-09-29,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,40,9
2025-10-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,41,10
2025-10-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,42,10
2025-10-20,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,43,10
2025-10-27,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,44,10
2025-11-03,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,45,11
2025-11-10,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,46,11
2025-11-17,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,47,11
2025-11-24,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,48,11
2025-12-01,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,49,12
2025-12-08,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,50,12
2025-12-15,CONJUNTO CEARA I,1,0.0,0.0,0.0,0.0,0.0,51,12
2025-12-22,CONJUNTO CEARA I,0,1.0,0.0,0.0,0.25,1.0,52,12
2025-12-29,CONJUNTO CEARA I,0,0.0,1.0,0.0,0.25,-1.0,1,12
2026-01-05,CONJUNTO CEARA I,0,0.0,0.0,1.0,0.25,0.0,2,1
2026-01-12,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.25,0.0,3,1
2026-01-19,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,4,1
2026-01-26,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,5,1
2026-02-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,6,2
2026-02-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,7,2
2026-02-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,8,2
2026-02-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,9,2
2026-03-02,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,10,3
2026-03-09,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,11,3
2026-03-16,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,12,3
2026-03-23,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,13,3
2026-03-30,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,14,3
2026-04-06,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,15,4
2026-04-13,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,16,4
2026-04-20,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,17,4
2026-04-27,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,18,4
2026-05-04,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,19,5
2026-05-11,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,20,5
2026-05-18,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,21,5
2026-05-25,CONJUNTO CEARA I,0,0.0,0.0,0.0,0.0,0.0,22,5
2022-01-17,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,3,1
2022-01-24,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,4,1
2022-01-31,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,5,1
2022-02-07,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,6,2
2022-02-14,CONJUNTO CEARA II,1,0.0,0.0,0.0,0.0,0.0,7,2
2022-02-21,CONJUNTO CEARA II,0,1.0,0.0,0.0,0.25,1.0,8,2
2022-02-28,CONJUNTO CEARA II,0,0.0,1.0,0.0,0.25,-1.0,9,2
2022-03-07,CONJUNTO CEARA II,0,0.0,0.0,1.0,0.25,0.0,10,3
2022-03-14,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.25,0.0,11,3
2022-03-21,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,12,3
2022-03-28,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,13,3
2022-04-04,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,14,4
2022-04-11,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,15,4
2022-04-18,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,16,4
2022-04-25,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,17,4
2022-05-02,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,18,5
2022-05-09,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,19,5
2022-05-16,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,20,5
2022-05-23,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,21,5
2022-05-30,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,22,5
2022-06-06,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,23,6
2022-06-13,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,24,6
2022-06-20,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,25,6
2022-06-27,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,26,6
2022-07-04,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,27,7
2022-07-11,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,28,7
2022-07-18,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,29,7
2022-07-25,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,30,7
2022-08-01,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,31,8
2022-08-08,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,32,8
2022-08-15,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,33,8
2022-08-22,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,34,8
2022-08-29,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,35,8
2022-09-05,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,36,9
2022-09-12,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,37,9
2022-09-19,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,38,9
2022-09-26,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,39,9
2022-10-03,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,40,10
2022-10-10,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,41,10
2022-10-17,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,42,10
2022-10-24,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,43,10
2022-10-31,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,44,10
2022-11-07,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,45,11
2022-11-14,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,46,11
2022-11-21,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,47,11
2022-11-28,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,48,11
2022-12-05,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,49,12
2022-12-12,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,50,12
2022-12-19,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,51,12
2022-12-26,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,52,12
2023-01-02,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,1,1
2023-01-09,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,2,1
2023-01-16,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,3,1
2023-01-23,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,4,1
2023-01-30,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,5,1
2023-02-06,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,6,2
2023-02-13,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,7,2
2023-02-20,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,8,2
2023-02-27,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,9,2
2023-03-06,CONJUNTO CEARA II,2,0.0,0.0,0.0,0.0,0.0,10,3
2023-03-13,CONJUNTO CEARA II,0,2.0,0.0,0.0,0.5,2.0,11,3
2023-03-20,CONJUNTO CEARA II,0,0.0,2.0,0.0,0.5,-2.0,12,3
2023-03-27,CONJUNTO CEARA II,0,0.0,0.0,2.0,0.5,0.0,13,3
2023-04-03,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.5,0.0,14,4
2023-04-10,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,15,4
2023-04-17,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,16,4
2023-04-24,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,17,4
2023-05-01,CONJUNTO CEARA II,1,0.0,0.0,0.0,0.0,0.0,18,5
2023-05-08,CONJUNTO CEARA II,0,1.0,0.0,0.0,0.25,1.0,19,5
2023-05-15,CONJUNTO CEARA II,0,0.0,1.0,0.0,0.25,-1.0,20,5
2023-05-22,CONJUNTO CEARA II,0,0.0,0.0,1.0,0.25,0.0,21,5
2023-05-29,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.25,0.0,22,5
2023-06-05,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,23,6
2023-06-12,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,24,6
2023-06-19,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,25,6
2023-06-26,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,26,6
2023-07-03,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,27,7
2023-07-10,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,28,7
2023-07-17,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,29,7
2023-07-24,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,30,7
2023-07-31,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,31,7
2023-08-07,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,32,8
2023-08-14,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,33,8
2023-08-21,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,34,8
2023-08-28,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,35,8
2023-09-04,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,36,9
2023-09-11,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,37,9
2023-09-18,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,38,9
2023-09-25,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,39,9
2023-10-02,CONJUNTO CEARA II,1,0.0,0.0,0.0,0.0,0.0,40,10
2023-10-09,CONJUNTO CEARA II,0,1.0,0.0,0.0,0.25,1.0,41,10
2023-10-16,CONJUNTO CEARA II,0,0.0,1.0,0.0,0.25,-1.0,42,10
2023-10-23,CONJUNTO CEARA II,0,0.0,0.0,1.0,0.25,0.0,43,10
2023-10-30,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.25,0.0,44,10
2023-11-06,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,45,11
2023-11-13,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,46,11
2023-11-20,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,47,11
2023-11-27,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,48,11
2023-12-04,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,49,12
2023-12-11,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,50,12
2023-12-18,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,51,12
2023-12-25,CONJUNTO CEARA II,1,0.0,0.0,0.0,0.0,0.0,52,12
2024-01-01,CONJUNTO CEARA II,0,1.0,0.0,0.0,0.25,1.0,1,1
2024-01-08,CONJUNTO CEARA II,0,0.0,1.0,0.0,0.25,-1.0,2,1
2024-01-15,CONJUNTO CEARA II,0,0.0,0.0,1.0,0.25,0.0,3,1
2024-01-22,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.25,0.0,4,1
2024-01-29,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,5,1
2024-02-05,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,6,2
2024-02-12,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,7,2
2024-02-19,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,8,2
2024-02-26,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,9,2
2024-03-04,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,10,3
2024-03-11,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,11,3
2024-03-18,CONJUNTO CEARA II,1,0.0,0.0,0.0,0.0,0.0,12,3
2024-03-25,CONJUNTO CEARA II,0,1.0,0.0,0.0,0.25,1.0,13,3
2024-04-01,CONJUNTO CEARA II,0,0.0,1.0,0.0,0.25,-1.0,14,4
2024-04-08,CONJUNTO CEARA II,0,0.0,0.0,1.0,0.25,0.0,15,4
2024-04-15,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.25,0.0,16,4
2024-04-22,CONJUNTO CEARA II,0,0.0,0.0,0.0,0.0,0.0,17,4
