hex_id,ultima_semana_observada,ultima_contagem,previsao_proxima_semana,media_movel_4,tendencia_1,modelo_previsao
46,2026-06-15,0,0.09338280006511139,0.0,0.0,poisson
47,2026-06-15,0,0.06002397447499102,0.0,0.0,poisson
48,2026-06-15,0,0.1093223367649439,0.0,0.0,poisson
49,2026-06-15,0,0.19349106772523453,0.75,-2.0,poisson
50,2026-06-15,0,0.3660451739719347,0.25,0.0,poisson
52,2026-06-15,0,0.003475616329578523,0.0,0.0,poisson
53,2026-06-15,0,0.014850355935478761,0.0,0.0,poisson
54,2026-06-15,0,0.07275438488498173,0.0,0.0,poisson
55,2026-06-15,0,0.07420336872007496,0.0,0.0,poisson
56,2026-06-15,0,0.08886564254709868,0.0,0.0,poisson
57,2026-06-15,0,0.08373912283460963,0.0,0.0,poisson
58,2026-06-15,0,0.07269122999969775,0.0,0.0,poisson
59,2026-06-15,0,0.04725000001798964,0.0,0.0,poisson
60,2026-06-15,0,0.036127066668071486,0.0,0.0,poisson
61,2026-06-15,0,0.06081543777126405,0.0,0.0,poisson
62,2026-06-15,0,0.2039799153713846,0.0,0.0,poisson
63,2026-06-15,0,0.295590409263243,0.0,0.0,poisson
64,2026-06-15,0,0.008322268147048019,0.0,0.0,poisson
65,2026-06-15,0,0.11138372533430346,0.25,0.0,poisson
66,2026-06-15,0,0.36321795333181356,0.0,0.0,poisson
67,2026-06-15,0,0.12959066673527475,0.25,1.0,poisson
68,2026-06-15,0,0.22756902450495642,0.0,0.0,poisson
69,2026-06-15,0,0.06726562138750747,0.0,0.0,poisson
70,2026-06-15,0,0.06119135488831148,0.0,0.0,poisson
71,2026-06-15,0,0.03475249061888528,0.0,0.0,poisson
72,2026-06-15,0,0.06129867589749827,0.0,0.0,poisson
73,2026-06-15,0,0.06694312893277302,0.0,0.0,poisson
74,2026-06-15,0,0.1135051047866021,0.0,0.0,poisson
75,2026-06-15,0,0.1379681197614318,0.0,0.0,poisson
77,2026-06-15,0,0.04780846771960423,0.0,0.0,poisson
78,2026-06-15,0,0.07888559490871128,0.0,0.0,poisson
79,2026-06-15,0,0.14658059726675204,0.0,0.0,poisson
80,2026-06-15,0,0.13982765172463577,0.0,0.0,poisson
81,2026-06-15,0,0.2796620337406102,0.0,0.0,poisson
82,2026-06-15,0,0.11168118035635458,0.0,0.0,poisson
83,2026-06-15,0,0.11598391005607475,0.0,0.0,poisson
84,2026-06-15,0,0.1226907642124054,0.0,0.0,poisson
85,2026-06-15,0,0.076310465579738,0.0,0.0,poisson
86,2026-06-15,0,0.09203080360126376,0.0,0.0,poisson
87,2026-06-15,1,0.039307082296266616,0.0,0.0,poisson
88,2026-06-15,0,0.05229952955389601,0.0,0.0,poisson
89,2026-06-15,0,0.11519185739304845,0.0,0.0,poisson
90,2026-06-15,0,0.19509785944532432,0.25,-1.0,poisson
91,2026-06-15,0,0.2206443135612703,0.0,0.0,poisson
92,2026-06-15,0,0.03843922551146658,0.0,0.0,poisson
93,2026-06-15,0,0.19213722143443232,0.0,0.0,poisson
94,2026-06-15,0,0.10426004586618638,0.0,0.0,poisson
95,2026-06-15,0,0.02155161201156991,0.0,0.0,poisson
96,2026-06-15,0,0.025253997587666586,0.0,0.0,poisson
97,2026-06-15,0,0.08099539490271787,0.0,0.0,poisson
98,2026-06-15,0,0.05821099809786982,0.0,0.0,poisson
99,2026-06-15,1,0.07771821023039456,0.0,0.0,poisson
100,2026-06-15,0,0.36224320596996223,0.25,0.0,poisson
101,2026-06-15,0,0.04195006540085735,0.0,0.0,poisson
102,2026-06-15,0,0.0353434147322012,0.0,0.0,poisson
103,2026-06-15,0,0.03034649285838095,0.0,0.0,poisson
105,2026-06-15,0,0.02217641826856907,0.0,0.0,poisson
106,2026-06-15,0,0.012901789023757547,0.0,0.0,poisson
107,2026-06-15,0,0.0063155476741111076,0.0,0.0,poisson
108,2026-06-15,0,0.11863923332589532,0.0,0.0,poisson
109,2026-06-15,0,0.06416610370523135,0.0,0.0,poisson
110,2026-06-15,0,0.15768895024848403,0.25,-1.0,poisson
111,2026-06-15,0,0.0734528846863,0.0,0.0,poisson
112,2026-06-15,0,0.04619820938615718,0.0,0.0,poisson
113,2026-06-15,0,0.014985249564843222,0.0,0.0,poisson
114,2026-06-15,0,0.133564457146506,0.0,0.0,poisson
115,2026-06-15,0,0.003913753903918134,0.0,0.0,poisson
116,2026-06-15,0,0.0034756163295785137,0.0,0.0,poisson
117,2026-06-15,0,0.012952752812626265,0.0,0.0,poisson
118,2026-06-15,0,0.024938145996167716,0.0,0.0,poisson
119,2026-06-15,0,0.01881730455422192,0.0,0.0,poisson
120,2026-06-15,0,0.03617212161371774,0.0,0.0,poisson
121,2026-06-15,0,0.08125232055671246,0.0,0.0,poisson
122,2026-06-15,0,0.10082976863839303,0.0,0.0,poisson
123,2026-06-15,0,0.12725681567856056,0.0,0.0,poisson
124,2026-06-15,0,0.016880290544506175,0.0,0.0,poisson
125,2026-06-15,0,0.07393028952901493,0.25,0.0,poisson
126,2026-06-15,0,0.054361522730309995,0.0,0.0,poisson
127,2026-06-15,0,0.0699093109268695,0.0,0.0,poisson
128,2026-06-15,0,0.03300174131733926,0.0,0.0,poisson
129,2026-06-15,0,0.034754383546961955,0.0,0.0,poisson
